mx_center 	 my_center 	 mz_center 	 Acc_X 	 Acc_Y 	 Acc_Z 	 Gcc_X 	 Gcc_Y 	 Gcc_Z 	 Mcc_X 	 Mcc_Y 	 Mcc_Z 	 heading 	 tiltheading 	 temper 	 pres 	 atm 	 alt
0.00 	0.00 	0.00 	0.02 	0.03 	1.13 	0.25 	-0.07 	0.65 	20.51 	-1.76 	-3.22 	355.10 	355.33 	21.84 	712.00 	0.01 	27071.44 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.12 	0.59 	-0.07 	1.13 	20.80 	-0.88 	-2.93 	357.58 	357.88 	21.81 	711.00 	0.01 	27076.05 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.13 	0.56 	0.04 	0.63 	20.80 	-1.46 	-2.64 	355.97 	356.29 	21.77 	709.00 	0.01 	27085.30 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.13 	0.66 	-0.16 	0.66 	20.80 	-1.46 	-2.93 	355.97 	356.16 	21.74 	706.00 	0.01 	27099.21 	
0.00 	0.00 	0.00 	0.04 	0.07 	1.14 	-0.43 	-0.34 	0.64 	20.51 	-1.76 	-3.22 	355.10 	355.56 	21.71 	707.00 	0.01 	27094.57 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.13 	-0.51 	-0.14 	0.79 	20.80 	-0.88 	-2.93 	357.58 	357.80 	21.68 	703.00 	0.01 	27113.16 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.13 	0.26 	0.11 	0.85 	21.09 	-1.76 	-2.64 	355.24 	355.55 	21.64 	705.00 	0.01 	27103.85 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.12 	0.31 	0.25 	0.65 	21.09 	-1.46 	-2.64 	356.03 	356.23 	21.60 	702.00 	0.01 	27117.83 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.13 	-0.18 	0.05 	0.36 	20.51 	-1.76 	-3.22 	355.10 	355.37 	21.57 	700.00 	0.01 	27127.16 	
0.00 	0.00 	0.00 	0.05 	0.06 	1.13 	0.54 	0.04 	0.34 	21.09 	-1.76 	-3.52 	355.24 	355.65 	21.53 	700.00 	0.01 	27127.16 	
0.00 	0.00 	0.00 	0.06 	0.04 	1.15 	1.37 	0.10 	0.63 	20.51 	-1.46 	-3.22 	355.91 	356.17 	21.49 	693.00 	0.01 	27160.03 	
0.00 	0.00 	0.00 	0.01 	0.03 	1.16 	0.53 	0.21 	0.53 	21.09 	-0.88 	-2.64 	357.61 	357.83 	21.45 	691.00 	0.01 	27169.47 	
0.00 	0.00 	0.00 	0.01 	0.06 	1.11 	0.18 	0.17 	0.83 	20.80 	-0.88 	-3.22 	357.58 	358.10 	21.41 	694.00 	0.01 	27155.32 	
0.00 	0.00 	0.00 	0.06 	0.04 	1.15 	0.65 	0.13 	0.69 	21.09 	-1.46 	-3.22 	356.03 	356.27 	21.37 	691.00 	0.01 	27169.47 	
0.00 	0.00 	0.00 	0.04 	0.06 	1.14 	1.30 	-0.07 	0.43 	20.80 	-1.17 	-2.93 	356.78 	357.11 	21.33 	696.00 	0.01 	27145.91 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.16 	1.12 	-0.01 	0.53 	20.51 	-0.88 	-2.93 	357.55 	357.76 	21.29 	692.00 	0.01 	27164.75 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.15 	-0.53 	0.14 	0.76 	20.80 	-1.76 	-3.52 	355.17 	355.47 	21.25 	691.00 	0.01 	27169.47 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.13 	1.63 	0.06 	0.50 	20.51 	-1.76 	-3.22 	355.10 	355.43 	21.21 	688.00 	0.01 	27183.67 	
0.00 	0.00 	0.00 	0.01 	0.04 	1.12 	0.11 	0.12 	0.78 	20.80 	-1.76 	-2.93 	355.17 	355.50 	21.17 	684.00 	0.01 	27202.68 	
0.00 	0.00 	0.00 	0.06 	0.05 	1.14 	-0.18 	-0.21 	0.69 	20.80 	-0.88 	-2.64 	357.58 	357.80 	21.12 	683.00 	0.01 	27207.45 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.18 	-0.20 	0.78 	20.51 	-2.05 	-2.05 	354.29 	354.49 	21.08 	682.00 	0.01 	27212.22 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.13 	-0.42 	-0.37 	0.77 	21.09 	-1.46 	-2.64 	356.03 	356.30 	21.04 	684.00 	0.01 	27202.68 	
0.00 	0.00 	0.00 	0.01 	0.04 	1.11 	0.31 	-0.01 	0.68 	20.51 	-1.46 	-2.93 	355.91 	356.21 	20.98 	683.00 	0.01 	27207.45 	
0.00 	0.00 	0.00 	0.07 	0.04 	1.13 	-0.45 	0.22 	0.63 	20.80 	-1.17 	-2.93 	356.78 	356.97 	20.93 	684.00 	0.01 	27202.68 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.13 	-0.75 	-0.21 	0.78 	21.09 	-1.76 	-3.52 	355.24 	355.61 	20.86 	680.00 	0.01 	27221.79 	
0.00 	0.00 	0.00 	0.01 	0.04 	1.12 	-0.24 	-0.05 	0.59 	20.80 	-2.05 	-2.64 	354.37 	354.62 	20.82 	679.00 	0.01 	27226.58 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.13 	-0.24 	0.04 	0.50 	20.21 	-1.76 	-3.22 	355.03 	355.42 	20.75 	674.00 	0.01 	27250.61 	
0.00 	0.00 	0.00 	0.06 	0.06 	1.12 	0.04 	0.12 	0.69 	21.68 	-1.76 	-3.22 	355.36 	355.72 	20.70 	678.00 	0.01 	27231.38 	
0.00 	0.00 	0.00 	0.06 	0.03 	1.14 	0.51 	0.05 	0.50 	21.09 	-1.46 	-3.22 	356.03 	356.23 	20.66 	676.00 	0.01 	27240.98 	
0.00 	0.00 	0.00 	0.06 	0.05 	1.14 	0.37 	0.08 	0.38 	20.80 	-1.17 	-2.93 	356.78 	357.02 	20.62 	675.00 	0.01 	27245.79 	
0.00 	0.00 	0.00 	0.05 	0.06 	1.12 	0.50 	0.13 	1.07 	20.21 	-1.76 	-3.22 	355.03 	355.43 	20.56 	673.00 	0.01 	27255.44 	
0.00 	0.00 	0.00 	0.05 	0.05 	1.14 	0.76 	-0.11 	0.59 	21.09 	-1.76 	-3.22 	355.24 	355.55 	20.51 	673.00 	0.01 	27255.44 	
0.00 	0.00 	0.00 	0.01 	0.05 	1.13 	-0.44 	0.04 	0.76 	20.80 	-1.46 	-2.64 	355.97 	356.28 	20.46 	670.00 	0.01 	27269.94 	
0.00 	0.00 	0.00 	0.04 	0.06 	1.12 	-0.47 	-0.11 	0.56 	20.21 	-1.76 	-2.93 	355.03 	355.40 	20.40 	668.00 	0.01 	27279.65 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.68 	0.11 	0.86 	21.39 	-1.46 	-2.34 	356.08 	356.28 	20.36 	669.00 	0.01 	27274.79 	
0.00 	0.00 	0.00 	0.05 	0.05 	1.14 	0.35 	0.07 	0.51 	21.39 	-1.46 	-2.93 	356.08 	356.35 	20.31 	672.00 	0.01 	27260.27 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.11 	-0.47 	0.08 	0.91 	20.21 	-1.46 	-2.93 	355.86 	356.16 	20.24 	670.00 	0.01 	27269.94 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.15 	0.37 	0.13 	0.56 	20.80 	-1.46 	-2.93 	355.97 	356.29 	20.19 	671.00 	0.01 	27265.10 	
0.00 	0.00 	0.00 	0.07 	0.04 	1.12 	0.60 	0.05 	0.35 	21.39 	-1.46 	-3.22 	356.08 	356.31 	20.13 	671.00 	0.01 	27265.10 	
0.00 	0.00 	0.00 	0.05 	0.05 	1.16 	0.06 	0.08 	0.71 	20.51 	-1.17 	-3.22 	356.73 	357.06 	20.09 	672.00 	0.01 	27260.27 	
0.00 	0.00 	0.00 	0.00 	0.04 	1.12 	-0.37 	-0.03 	0.90 	21.68 	-1.46 	-2.93 	356.13 	356.45 	20.02 	668.00 	0.01 	27279.65 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.12 	0.08 	-0.07 	0.30 	20.80 	-1.46 	-3.81 	355.97 	356.33 	19.99 	668.00 	0.01 	27279.65 	
0.00 	0.00 	0.00 	0.05 	0.04 	1.16 	0.37 	0.14 	0.72 	21.09 	-1.76 	-3.22 	355.24 	355.53 	19.92 	666.00 	0.01 	27289.37 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.15 	1.17 	-0.08 	0.43 	21.39 	-2.05 	-3.22 	354.52 	354.85 	19.87 	664.00 	0.01 	27299.12 	
0.00 	0.00 	0.00 	0.01 	0.02 	1.14 	0.76 	0.22 	0.81 	20.51 	-1.46 	-3.22 	355.91 	356.13 	19.80 	666.00 	0.01 	27289.37 	
0.00 	0.00 	0.00 	0.07 	0.05 	1.13 	-0.34 	-0.02 	0.88 	21.09 	-1.17 	-2.93 	356.82 	357.07 	19.76 	664.00 	0.01 	27299.12 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.16 	0.71 	0.08 	0.74 	20.80 	-1.76 	-3.22 	355.17 	355.55 	19.69 	665.00 	0.01 	27294.24 	
0.00 	0.00 	0.00 	0.00 	0.04 	1.12 	-0.82 	-0.30 	0.96 	20.51 	-1.46 	-3.22 	355.91 	356.31 	19.62 	663.00 	0.01 	27304.00 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.14 	0.10 	-0.10 	0.38 	20.21 	-1.76 	-2.34 	355.03 	355.22 	19.57 	659.00 	0.01 	27323.60 	
0.00 	0.00 	0.00 	0.06 	0.05 	1.14 	0.15 	0.21 	0.60 	21.09 	-1.76 	-2.93 	355.24 	355.52 	19.51 	661.00 	0.01 	27313.79 	
0.00 	0.00 	0.00 	0.01 	0.03 	1.13 	-0.25 	0.00 	1.03 	20.80 	-1.76 	-2.64 	355.17 	355.40 	19.45 	660.00 	0.01 	27318.69 	
0.00 	0.00 	0.00 	0.01 	0.03 	1.12 	0.11 	-0.01 	0.86 	20.80 	-1.17 	-2.93 	356.78 	356.99 	19.40 	660.00 	0.01 	27318.69 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.12 	0.02 	0.00 	0.58 	21.09 	-2.05 	-3.22 	354.45 	354.87 	19.33 	660.00 	0.01 	27318.69 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.16 	1.34 	-0.12 	0.60 	20.80 	-1.17 	-2.93 	356.78 	357.03 	19.27 	661.00 	0.01 	27313.79 	
0.00 	0.00 	0.00 	0.01 	0.04 	1.14 	-0.43 	0.05 	0.82 	20.80 	-0.88 	-2.93 	357.58 	357.91 	19.22 	661.00 	0.01 	27313.79 	
0.00 	0.00 	0.00 	0.01 	0.03 	1.13 	-0.23 	0.21 	0.95 	21.09 	-1.76 	-3.52 	355.24 	355.56 	19.15 	659.00 	0.01 	27323.60 	
0.00 	0.00 	0.00 	0.03 	0.06 	1.14 	-0.34 	0.16 	0.40 	21.39 	-2.05 	-2.64 	354.52 	354.87 	19.10 	657.00 	0.01 	27333.43 	
0.00 	0.00 	0.00 	0.08 	0.04 	1.15 	0.75 	0.03 	0.31 	20.80 	-1.76 	-3.22 	355.17 	355.37 	19.04 	655.00 	0.01 	27343.29 	
0.00 	0.00 	0.00 	0.00 	0.04 	1.12 	-0.07 	0.17 	0.76 	21.39 	-1.46 	-2.93 	356.08 	356.39 	18.97 	657.00 	0.01 	27333.43 	
0.00 	0.00 	0.00 	0.00 	0.05 	1.12 	-0.48 	0.24 	0.81 	21.39 	-1.17 	-2.93 	356.86 	357.29 	18.91 	658.00 	0.01 	27328.51 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.14 	0.91 	0.10 	0.58 	20.80 	-0.88 	-2.64 	357.58 	357.73 	18.84 	657.00 	0.01 	27333.43 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.17 	1.44 	0.18 	0.34 	20.51 	-1.76 	-2.64 	355.10 	355.32 	18.79 	659.00 	0.01 	27323.60 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.13 	0.08 	0.17 	1.01 	20.80 	-1.17 	-3.22 	356.78 	357.12 	18.72 	655.00 	0.01 	27343.29 	
0.00 	0.00 	0.00 	0.01 	0.05 	1.13 	0.45 	0.27 	0.90 	21.09 	-2.05 	-2.34 	354.45 	354.75 	18.66 	655.00 	0.01 	27343.29 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.15 	1.66 	-0.05 	0.53 	21.09 	-1.17 	-2.64 	356.82 	356.96 	18.59 	656.00 	0.01 	27338.35 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	0.14 	0.02 	0.92 	20.80 	-1.76 	-2.93 	355.17 	355.52 	18.52 	655.00 	0.01 	27343.29 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.12 	0.65 	0.14 	0.60 	21.39 	-1.46 	-2.34 	356.08 	356.31 	18.47 	653.00 	0.01 	27353.17 	
0.00 	0.00 	0.00 	0.05 	0.05 	1.14 	1.37 	-0.09 	0.86 	21.09 	-1.17 	-3.22 	356.82 	357.12 	18.42 	655.00 	0.01 	27343.29 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.16 	0.00 	0.08 	0.98 	21.39 	-1.46 	-3.22 	356.08 	356.47 	18.35 	652.00 	0.01 	27358.12 	
0.00 	0.00 	0.00 	-0.00 	0.04 	1.14 	-0.02 	0.11 	1.15 	20.51 	-1.46 	-3.22 	355.91 	356.26 	18.28 	654.00 	0.01 	27348.22 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.17 	1.34 	0.05 	0.60 	20.80 	-1.46 	-4.10 	355.97 	356.28 	18.23 	654.00 	0.01 	27348.22 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.14 	0.02 	0.24 	0.84 	21.68 	-1.76 	-2.93 	355.36 	355.62 	18.16 	653.00 	0.01 	27353.17 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.13 	-0.09 	-0.02 	0.53 	21.09 	-1.76 	-3.22 	355.24 	355.50 	18.09 	658.00 	0.01 	27328.51 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.16 	1.10 	-0.12 	0.72 	20.80 	-1.17 	-3.22 	356.78 	357.00 	18.03 	654.00 	0.01 	27348.22 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.14 	0.89 	-0.08 	0.85 	21.09 	-1.76 	-3.52 	355.24 	355.55 	17.97 	651.00 	0.01 	27363.07 	
0.00 	0.00 	0.00 	0.02 	0.07 	1.13 	-0.31 	0.25 	0.58 	21.09 	-1.76 	-3.22 	355.24 	355.75 	17.91 	652.00 	0.01 	27358.12 	
0.00 	0.00 	0.00 	0.06 	0.04 	1.16 	0.95 	0.28 	0.72 	21.09 	-1.46 	-2.64 	356.03 	356.21 	17.83 	653.00 	0.01 	27353.17 	
0.00 	0.00 	0.00 	0.01 	0.06 	1.14 	0.48 	0.16 	0.83 	21.09 	-2.05 	-2.93 	354.45 	354.89 	17.78 	654.00 	0.01 	27348.22 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.15 	0.18 	0.01 	0.55 	21.09 	-1.46 	-3.81 	356.03 	356.50 	17.70 	652.00 	0.01 	27358.12 	
0.00 	0.00 	0.00 	0.01 	0.03 	1.14 	0.34 	-0.24 	0.64 	21.09 	-1.17 	-2.64 	356.82 	357.01 	17.64 	651.00 	0.01 	27363.07 	
0.00 	0.00 	0.00 	0.01 	0.05 	1.16 	-0.18 	0.22 	0.94 	21.09 	-1.76 	-3.52 	355.24 	355.71 	17.57 	650.00 	0.01 	27368.03 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.13 	0.57 	0.18 	0.72 	20.80 	-1.76 	-2.93 	355.17 	355.36 	17.52 	649.00 	0.01 	27373.01 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.15 	0.63 	0.14 	0.62 	21.68 	-2.64 	-3.22 	353.07 	353.35 	17.44 	650.00 	0.01 	27368.03 	
0.00 	0.00 	0.00 	0.01 	0.04 	1.13 	0.85 	-0.09 	0.89 	21.09 	-1.76 	-3.22 	355.24 	355.54 	17.39 	652.00 	0.01 	27358.12 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.12 	0.77 	-0.14 	0.60 	21.09 	-1.46 	-3.22 	356.03 	356.27 	17.33 	649.00 	0.01 	27373.01 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.15 	0.85 	0.05 	0.80 	21.09 	-2.05 	-2.93 	354.45 	354.72 	17.26 	651.00 	0.01 	27363.07 	
0.00 	0.00 	0.00 	0.01 	0.05 	1.13 	0.20 	-0.15 	0.88 	21.09 	-1.46 	-3.22 	356.03 	356.43 	17.18 	653.00 	0.01 	27353.17 	
0.00 	0.00 	0.00 	0.06 	0.05 	1.13 	0.33 	0.11 	0.61 	20.80 	-2.05 	-3.52 	354.37 	354.73 	17.12 	650.00 	0.01 	27368.03 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.15 	0.60 	0.16 	0.60 	21.39 	-1.76 	-3.22 	355.30 	355.63 	17.05 	649.00 	0.01 	27373.01 	
0.00 	0.00 	0.00 	0.01 	0.04 	1.13 	0.32 	-0.14 	0.61 	20.80 	-1.46 	-3.22 	355.97 	356.33 	16.99 	646.00 	0.01 	27387.95 	
0.00 	0.00 	0.00 	0.05 	0.05 	1.15 	-0.06 	0.11 	0.72 	20.80 	-2.34 	-2.64 	353.57 	353.82 	16.93 	649.00 	0.01 	27373.01 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.13 	-0.45 	0.25 	1.10 	21.39 	-1.17 	-2.64 	356.86 	357.14 	16.86 	650.00 	0.01 	27368.03 	
0.00 	0.00 	0.00 	0.01 	0.05 	1.12 	0.67 	0.37 	0.98 	20.80 	-2.05 	-2.93 	354.37 	354.73 	16.79 	652.00 	0.01 	27358.12 	
0.00 	0.00 	0.00 	0.06 	0.05 	1.13 	1.15 	0.18 	0.62 	21.68 	-1.46 	-2.93 	356.13 	356.36 	16.73 	651.00 	0.01 	27363.07 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.14 	0.24 	0.04 	0.65 	20.80 	-1.46 	-2.93 	355.97 	356.18 	16.67 	651.00 	0.01 	27363.07 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.15 	0.80 	-0.14 	0.50 	21.09 	-1.46 	-2.93 	356.03 	356.23 	16.61 	651.00 	0.01 	27363.07 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.15 	-0.50 	0.18 	0.74 	20.80 	-1.76 	-3.22 	355.17 	355.55 	16.53 	649.00 	0.01 	27373.01 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.13 	-0.25 	0.19 	0.72 	21.39 	-2.05 	-2.34 	354.52 	354.76 	16.47 	650.00 	0.01 	27368.03 	
0.00 	0.00 	0.00 	0.04 	0.02 	1.15 	1.19 	0.08 	0.51 	21.39 	-1.76 	-3.22 	355.30 	355.46 	16.40 	647.00 	0.01 	27382.96 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.13 	-0.26 	0.22 	0.97 	21.39 	-2.05 	-2.64 	354.52 	354.77 	16.34 	653.00 	0.01 	27353.17 	
0.00 	0.00 	0.00 	0.01 	0.03 	1.14 	0.21 	-0.09 	0.83 	20.80 	-2.05 	-2.34 	354.37 	354.54 	16.27 	650.00 	0.01 	27368.03 	
0.00 	0.00 	0.00 	0.06 	0.03 	1.14 	1.76 	0.13 	0.56 	20.80 	-1.76 	-3.22 	355.17 	355.38 	16.20 	650.00 	0.01 	27368.03 	
0.00 	0.00 	0.00 	0.01 	0.04 	1.13 	0.19 	0.00 	0.92 	21.39 	-1.76 	-3.52 	355.30 	355.62 	16.14 	650.00 	0.01 	27368.03 	
0.00 	0.00 	0.00 	0.03 	0.06 	1.16 	-0.07 	0.09 	0.63 	21.39 	-2.05 	-3.52 	354.52 	354.99 	16.08 	651.00 	0.01 	27363.07 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.16 	-0.47 	-0.21 	0.77 	21.39 	-1.46 	-2.93 	356.08 	356.36 	16.01 	648.00 	0.01 	27377.98 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.15 	0.18 	0.14 	0.82 	21.39 	-1.46 	-2.93 	356.08 	356.39 	15.94 	649.00 	0.01 	27373.01 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.14 	-0.67 	0.04 	0.71 	21.39 	-1.46 	-3.52 	356.08 	356.50 	15.87 	648.00 	0.01 	27377.98 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.14 	0.98 	-0.17 	0.73 	21.39 	-2.05 	-3.22 	354.52 	354.73 	15.80 	648.00 	0.01 	27377.98 	
0.00 	0.00 	0.00 	0.01 	0.04 	1.13 	0.24 	0.12 	0.78 	21.39 	-1.46 	-2.64 	356.08 	356.36 	15.75 	651.00 	0.01 	27363.07 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.14 	-0.02 	0.28 	0.65 	21.39 	-1.76 	-3.22 	355.30 	355.53 	15.67 	655.00 	0.01 	27343.29 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.17 	0.77 	0.24 	0.82 	20.80 	-2.34 	-3.22 	353.57 	353.93 	15.61 	650.00 	0.01 	27368.03 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.13 	0.96 	0.40 	0.47 	21.39 	-2.64 	-3.22 	352.97 	353.29 	15.54 	648.00 	0.01 	27377.98 	
0.00 	0.00 	0.00 	0.06 	0.05 	1.14 	1.01 	0.02 	0.66 	21.09 	-2.05 	-2.64 	354.45 	354.67 	15.48 	650.00 	0.01 	27368.03 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.16 	0.63 	0.08 	0.51 	21.68 	-1.17 	-3.52 	356.91 	357.29 	15.40 	649.00 	0.01 	27373.01 	
0.00 	0.00 	0.00 	0.01 	0.03 	1.15 	0.51 	0.14 	0.84 	21.68 	-1.46 	-3.22 	356.13 	356.37 	15.35 	648.00 	0.01 	27377.98 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.14 	0.73 	-0.24 	0.44 	20.80 	-2.05 	-3.22 	354.37 	354.72 	15.26 	649.00 	0.01 	27373.01 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.14 	0.04 	-0.06 	0.85 	21.09 	-1.76 	-3.22 	355.24 	355.58 	15.21 	651.00 	0.01 	27363.07 	
0.00 	0.00 	0.00 	0.01 	0.05 	1.14 	0.08 	-0.01 	1.23 	21.39 	-1.17 	-2.93 	356.86 	357.21 	15.13 	654.00 	0.01 	27348.22 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.15 	1.04 	-0.04 	0.34 	21.39 	-2.34 	-3.22 	353.75 	354.01 	15.07 	652.00 	0.01 	27358.12 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.15 	-0.86 	0.12 	1.01 	21.09 	-1.46 	-3.52 	356.03 	356.40 	14.99 	649.00 	0.01 	27373.01 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.13 	-0.70 	0.05 	0.55 	21.09 	-2.05 	-3.81 	354.45 	354.67 	14.93 	648.00 	0.01 	27377.98 	
0.00 	0.00 	0.00 	0.06 	0.04 	1.14 	0.77 	-0.02 	0.74 	20.51 	-1.76 	-2.64 	355.10 	355.30 	14.87 	650.00 	0.01 	27368.03 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.12 	-0.29 	0.08 	0.63 	21.68 	-1.76 	-2.34 	355.36 	355.57 	14.81 	647.00 	0.01 	27382.96 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.12 	0.31 	0.24 	0.91 	20.80 	-1.76 	-2.05 	355.17 	355.31 	14.75 	646.00 	0.01 	27387.95 	
0.00 	0.00 	0.00 	0.07 	0.04 	1.13 	0.84 	0.04 	0.58 	20.80 	-1.76 	-3.22 	355.17 	355.39 	14.68 	652.00 	0.01 	27358.12 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.14 	1.33 	0.19 	0.53 	21.09 	-1.17 	-2.93 	356.82 	356.99 	14.61 	650.00 	0.01 	27368.03 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.14 	0.19 	-0.28 	1.11 	21.39 	-1.46 	-2.93 	356.08 	356.30 	14.54 	649.00 	0.01 	27373.01 	
0.00 	0.00 	0.00 	0.07 	0.05 	1.14 	1.05 	0.06 	0.69 	20.80 	-1.76 	-3.81 	355.17 	355.58 	14.48 	646.00 	0.01 	27387.95 	
0.00 	0.00 	0.00 	0.01 	0.05 	1.15 	0.27 	0.39 	0.67 	21.39 	-1.46 	-3.22 	356.08 	356.50 	14.41 	646.00 	0.01 	27387.95 	
0.00 	0.00 	0.00 	0.00 	0.04 	1.14 	-0.17 	0.11 	0.84 	21.68 	-1.76 	-2.64 	355.36 	355.66 	14.35 	649.00 	0.01 	27373.01 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	1.07 	-0.08 	0.57 	21.39 	-0.88 	-3.22 	357.65 	358.02 	14.29 	647.00 	0.01 	27382.96 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.14 	0.36 	-0.21 	0.62 	21.09 	-1.76 	-2.34 	355.24 	355.38 	14.23 	649.00 	0.01 	27373.01 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.12 	-0.29 	-0.07 	0.76 	21.68 	-1.46 	-3.22 	356.13 	356.38 	14.17 	651.00 	0.01 	27363.07 	
0.00 	0.00 	0.00 	0.05 	0.02 	1.13 	-0.33 	0.07 	1.04 	21.09 	-2.05 	-2.93 	354.45 	354.60 	14.11 	652.00 	0.01 	27358.12 	
0.00 	0.00 	0.00 	0.05 	0.04 	1.15 	0.60 	0.29 	0.71 	21.39 	-1.17 	-3.52 	356.86 	357.16 	14.04 	649.00 	0.01 	27373.01 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.14 	-0.21 	0.22 	0.66 	21.09 	-1.76 	-3.81 	355.24 	355.48 	13.97 	649.00 	0.01 	27373.01 	
0.00 	0.00 	0.00 	0.06 	0.06 	1.14 	0.80 	0.05 	0.65 	20.80 	-2.05 	-2.93 	354.37 	354.68 	13.92 	645.00 	0.01 	27392.94 	
0.00 	0.00 	0.00 	0.07 	0.05 	1.15 	1.31 	0.08 	0.37 	21.39 	-1.46 	-2.64 	356.08 	356.26 	13.85 	645.00 	0.01 	27392.94 	
0.00 	0.00 	0.00 	0.01 	0.05 	1.14 	0.33 	0.21 	0.74 	21.68 	-1.46 	-2.93 	356.13 	356.48 	13.79 	647.00 	0.01 	27382.96 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.15 	0.43 	0.02 	0.87 	21.39 	-1.46 	-3.81 	356.08 	356.41 	13.73 	650.00 	0.01 	27368.03 	
0.00 	0.00 	0.00 	0.01 	0.04 	1.15 	0.09 	0.48 	0.57 	21.09 	-1.46 	-2.64 	356.03 	356.30 	13.67 	653.00 	0.01 	27353.17 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.14 	0.20 	0.26 	0.84 	21.09 	-2.05 	-3.22 	354.45 	354.68 	13.60 	652.00 	0.01 	27358.12 	
0.00 	0.00 	0.00 	0.06 	0.04 	1.15 	0.93 	0.25 	0.55 	20.80 	-1.17 	-3.22 	356.78 	357.04 	13.54 	648.00 	0.01 	27377.98 	
0.00 	0.00 	0.00 	0.01 	0.02 	1.16 	1.30 	0.27 	0.87 	21.39 	-1.46 	-2.64 	356.08 	356.24 	13.46 	647.00 	0.01 	27382.96 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.13 	-0.04 	0.11 	0.65 	21.39 	-2.05 	-3.22 	354.52 	354.82 	13.42 	645.00 	0.01 	27392.94 	
0.00 	0.00 	0.00 	0.07 	0.03 	1.15 	0.18 	-0.12 	0.45 	21.39 	-1.17 	-2.93 	356.86 	357.01 	13.35 	649.00 	0.01 	27373.01 	
