mx_center 	 my_center 	 mz_center 	 Acc_X 	 Acc_Y 	 Acc_Z 	 Gcc_X 	 Gcc_Y 	 Gcc_Z 	 Mcc_X 	 Mcc_Y 	 Mcc_Z 	 heading 	 tiltheading 	 temper 	 pres 	 atm 	 alt
0.00 	0.00 	0.00 	0.05 	0.03 	1.14 	0.13 	-0.24 	0.46 	22.27 	-0.29 	-2.34 	359.25 	359.36 	14.56 	772.00 	0.01 	26803.70 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.16 	0.36 	-0.02 	0.10 	21.68 	-0.88 	-2.34 	357.68 	357.86 	14.57 	775.00 	0.01 	26790.76 	
0.00 	0.00 	0.00 	0.05 	0.02 	1.14 	-1.56 	0.05 	0.21 	21.68 	-0.59 	-2.34 	358.45 	358.54 	14.59 	775.00 	0.01 	26790.76 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.15 	1.79 	0.56 	0.30 	21.39 	-0.88 	-2.05 	357.65 	357.83 	14.60 	777.00 	0.01 	26782.16 	
0.00 	0.00 	0.00 	0.06 	0.02 	1.15 	0.57 	0.22 	0.07 	21.97 	-0.59 	-1.76 	358.47 	358.51 	14.61 	775.00 	0.01 	26790.76 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	1.43 	0.43 	0.15 	21.68 	-0.59 	-2.05 	358.45 	358.60 	14.61 	773.00 	0.01 	26799.38 	
0.00 	0.00 	0.00 	0.04 	0.06 	1.16 	1.04 	0.05 	0.37 	22.27 	0.00 	-2.05 	0.00 	0.19 	14.64 	775.00 	0.01 	26790.76 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.12 	0.25 	0.13 	-0.05 	21.97 	-0.59 	-2.34 	358.47 	358.67 	14.63 	772.00 	0.01 	26803.70 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.14 	1.72 	0.20 	0.31 	21.68 	-1.46 	-2.05 	356.13 	356.30 	14.66 	771.00 	0.01 	26808.03 	
0.00 	0.00 	0.00 	0.05 	0.04 	1.14 	-1.70 	-0.18 	0.06 	22.27 	-0.59 	-2.05 	358.49 	358.58 	14.66 	774.00 	0.01 	26795.07 	
0.00 	0.00 	0.00 	0.01 	0.07 	1.13 	0.05 	-0.26 	0.14 	21.39 	-0.88 	-2.05 	357.65 	357.97 	14.67 	774.00 	0.01 	26795.07 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.16 	0.70 	0.21 	0.28 	22.56 	-0.88 	-2.34 	357.77 	358.01 	14.69 	771.00 	0.01 	26808.03 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.08 	0.21 	0.02 	21.68 	-0.88 	-2.34 	357.68 	357.89 	14.69 	773.00 	0.01 	26799.38 	
0.00 	0.00 	0.00 	0.04 	0.06 	1.16 	1.32 	0.04 	0.51 	21.09 	-0.59 	-2.34 	358.41 	358.66 	14.71 	774.00 	0.01 	26795.07 	
0.00 	0.00 	0.00 	0.02 	0.07 	1.13 	-0.42 	0.01 	0.47 	21.68 	-0.88 	-2.64 	357.68 	358.11 	14.73 	774.00 	0.01 	26795.07 	
0.00 	0.00 	0.00 	0.04 	0.02 	1.16 	-0.02 	0.31 	0.21 	21.97 	-0.88 	-2.05 	357.71 	357.78 	14.74 	771.00 	0.01 	26808.03 	
0.00 	0.00 	0.00 	0.04 	0.07 	1.14 	-2.03 	0.23 	0.28 	21.97 	-0.88 	-2.34 	357.71 	357.98 	14.75 	772.00 	0.01 	26803.70 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.13 	0.03 	-0.18 	0.01 	21.68 	-0.59 	-2.34 	358.45 	358.71 	14.76 	775.00 	0.01 	26790.76 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.15 	0.43 	0.40 	0.32 	21.68 	-0.29 	-2.05 	359.23 	359.39 	14.76 	773.00 	0.01 	26799.38 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	2.80 	0.47 	-0.15 	22.27 	-0.59 	-2.34 	358.49 	358.67 	14.78 	772.00 	0.01 	26803.70 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.16 	-0.48 	0.26 	0.27 	21.39 	-0.88 	-1.46 	357.65 	357.74 	14.80 	771.00 	0.01 	26808.03 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.13 	1.82 	0.30 	0.08 	21.97 	-0.59 	-1.46 	358.47 	358.61 	14.82 	773.00 	0.01 	26799.38 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.16 	0.10 	0.27 	0.20 	21.39 	-0.59 	-2.05 	358.43 	358.52 	14.82 	771.00 	0.01 	26808.03 	
0.00 	0.00 	0.00 	0.02 	0.02 	1.14 	1.53 	0.14 	0.53 	21.97 	-0.88 	-2.05 	357.71 	357.81 	14.82 	774.00 	0.01 	26795.07 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.17 	-1.75 	0.35 	0.30 	21.97 	-0.59 	-2.64 	358.47 	358.64 	14.84 	774.00 	0.01 	26795.07 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.12 	1.11 	0.04 	-0.02 	21.97 	-0.59 	-2.05 	358.47 	358.63 	14.85 	772.00 	0.01 	26803.70 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.15 	1.79 	0.31 	0.36 	21.97 	-0.88 	-1.76 	357.71 	357.83 	14.86 	774.00 	0.01 	26795.07 	
0.00 	0.00 	0.00 	0.03 	0.06 	1.13 	-0.32 	-0.12 	0.10 	21.97 	-0.29 	-1.76 	359.24 	359.39 	14.87 	774.00 	0.01 	26795.07 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	1.04 	0.39 	0.08 	21.68 	0.00 	-2.05 	0.00 	0.21 	14.88 	773.00 	0.01 	26799.38 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.15 	-0.13 	-0.12 	0.39 	22.27 	0.00 	-2.93 	0.00 	0.27 	14.89 	773.00 	0.01 	26799.38 	
0.00 	0.00 	0.00 	0.05 	0.02 	1.15 	-0.24 	-0.11 	0.25 	21.97 	-0.59 	-2.34 	358.47 	358.57 	14.91 	773.00 	0.01 	26799.38 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	0.18 	0.44 	0.14 	21.68 	-0.88 	-2.64 	357.68 	357.92 	14.91 	772.00 	0.01 	26803.70 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.14 	2.37 	0.44 	0.10 	22.27 	0.00 	-1.76 	0.00 	0.14 	14.94 	770.00 	0.01 	26812.35 	
0.00 	0.00 	0.00 	0.04 	0.02 	1.14 	0.15 	0.50 	0.26 	21.68 	-0.29 	-2.64 	359.23 	359.34 	14.94 	771.00 	0.01 	26808.03 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.16 	0.70 	0.10 	0.01 	22.27 	-0.88 	-2.05 	357.74 	357.85 	14.95 	773.00 	0.01 	26799.38 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.15 	0.41 	-0.18 	0.15 	21.39 	-0.59 	-2.05 	358.43 	358.56 	14.96 	770.00 	0.01 	26812.35 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.17 	-0.22 	0.31 	0.27 	21.97 	-0.59 	-2.05 	358.47 	358.55 	14.98 	770.00 	0.01 	26812.35 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.15 	0.72 	0.01 	0.32 	21.97 	-0.59 	-2.34 	358.47 	358.64 	15.00 	772.00 	0.01 	26803.70 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	1.45 	-0.25 	0.15 	21.97 	-0.29 	-1.76 	359.24 	359.36 	15.01 	773.00 	0.01 	26799.38 	
0.00 	0.00 	0.00 	0.04 	0.02 	1.16 	0.31 	0.38 	0.34 	22.27 	-1.17 	-2.05 	356.99 	357.04 	15.03 	771.00 	0.01 	26808.03 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.14 	0.22 	0.03 	0.11 	21.97 	0.00 	-2.05 	0.00 	0.15 	15.03 	772.00 	0.01 	26803.70 	
0.00 	0.00 	0.00 	0.03 	0.02 	1.14 	0.64 	-0.08 	-0.10 	21.97 	-0.88 	-2.34 	357.71 	357.80 	15.05 	773.00 	0.01 	26799.38 	
0.00 	0.00 	0.00 	0.04 	0.06 	1.15 	0.80 	0.39 	0.45 	21.97 	-0.59 	-2.34 	358.47 	358.69 	15.06 	772.00 	0.01 	26803.70 	
0.00 	0.00 	0.00 	0.02 	0.06 	1.12 	0.35 	0.14 	0.27 	21.68 	-0.59 	-1.76 	358.45 	358.66 	15.07 	770.00 	0.01 	26812.35 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.16 	-0.40 	0.27 	0.34 	21.68 	-0.59 	-2.34 	358.45 	358.64 	15.08 	769.00 	0.01 	26816.68 	
0.00 	0.00 	0.00 	0.01 	0.04 	1.14 	1.57 	0.52 	0.24 	21.09 	-0.29 	-2.05 	359.20 	359.38 	15.10 	769.00 	0.01 	26816.68 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	-0.98 	-0.13 	0.28 	21.97 	-0.88 	-2.05 	357.71 	357.86 	15.11 	769.00 	0.01 	26816.68 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.15 	-1.22 	-0.14 	0.12 	21.68 	-0.59 	-2.93 	358.45 	358.73 	15.12 	768.00 	0.01 	26821.02 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.16 	1.63 	0.50 	0.15 	21.68 	-0.88 	-2.05 	357.68 	357.81 	15.14 	768.00 	0.01 	26821.02 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.12 	0.36 	-0.16 	-0.18 	22.27 	-0.59 	-2.34 	358.49 	358.61 	15.15 	769.00 	0.01 	26816.68 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.18 	1.66 	0.21 	-0.05 	21.39 	0.00 	-2.05 	0.00 	0.09 	15.16 	768.00 	0.01 	26821.02 	
0.00 	0.00 	0.00 	0.02 	0.07 	1.12 	0.44 	0.06 	0.38 	22.27 	-0.88 	-1.76 	357.74 	357.97 	15.18 	767.00 	0.01 	26825.36 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.17 	0.69 	0.30 	0.44 	21.68 	-1.17 	-1.76 	356.91 	356.96 	15.18 	768.00 	0.01 	26821.02 	
0.00 	0.00 	0.00 	0.05 	0.05 	1.15 	-0.92 	0.00 	0.31 	21.97 	-0.29 	-2.05 	359.24 	359.38 	15.20 	764.00 	0.01 	26838.41 	
0.00 	0.00 	0.00 	0.04 	0.06 	1.13 	-0.30 	-0.33 	0.06 	21.97 	-0.29 	-2.34 	359.24 	359.49 	15.21 	765.00 	0.01 	26834.05 	
0.00 	0.00 	0.00 	0.05 	0.05 	1.15 	-0.53 	0.02 	0.23 	21.68 	-0.29 	-2.64 	359.23 	359.43 	15.22 	762.00 	0.01 	26847.13 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	2.50 	0.33 	0.15 	22.27 	-0.88 	-2.34 	357.74 	357.95 	15.23 	766.00 	0.01 	26829.70 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.17 	0.32 	0.12 	0.31 	21.97 	-0.88 	-2.64 	357.71 	357.92 	15.25 	765.00 	0.01 	26834.05 	
0.00 	0.00 	0.00 	0.05 	0.02 	1.16 	1.07 	0.03 	0.26 	21.68 	-0.29 	-2.34 	359.23 	359.28 	15.26 	766.00 	0.01 	26829.70 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.11 	-0.07 	0.26 	0.21 	21.68 	-0.59 	-1.76 	358.45 	358.58 	15.27 	766.00 	0.01 	26829.70 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.17 	0.37 	0.14 	0.10 	21.68 	-0.88 	-2.64 	357.68 	357.99 	15.30 	762.00 	0.01 	26847.13 	
0.00 	0.00 	0.00 	0.06 	0.05 	1.14 	0.27 	0.17 	0.21 	21.68 	-0.88 	-2.05 	357.68 	357.79 	15.31 	765.00 	0.01 	26834.05 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.13 	0.59 	-0.14 	0.11 	21.68 	-0.59 	-2.05 	358.45 	358.70 	15.32 	764.00 	0.01 	26838.41 	
0.00 	0.00 	0.00 	0.03 	0.06 	1.14 	-0.50 	-0.01 	0.34 	21.97 	-0.59 	-1.76 	358.47 	358.67 	15.33 	763.00 	0.01 	26842.76 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.16 	1.00 	0.48 	0.35 	21.97 	-0.88 	-2.05 	357.71 	357.86 	15.35 	764.00 	0.01 	26838.41 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.12 	0.99 	0.34 	0.47 	22.27 	-0.59 	-1.46 	358.49 	358.57 	15.37 	763.00 	0.01 	26842.76 	
0.00 	0.00 	0.00 	0.03 	0.06 	1.13 	0.93 	0.11 	0.24 	21.97 	-1.17 	-2.05 	356.95 	357.16 	15.38 	761.00 	0.01 	26851.50 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	1.82 	0.20 	0.14 	21.68 	-0.29 	-2.05 	359.23 	359.36 	15.39 	765.00 	0.01 	26834.05 	
0.00 	0.00 	0.00 	0.03 	0.02 	1.15 	0.56 	0.11 	0.27 	22.27 	-1.17 	-2.05 	356.99 	357.08 	15.40 	761.00 	0.01 	26851.50 	
0.00 	0.00 	0.00 	0.02 	0.02 	1.15 	0.93 	-0.06 	0.22 	21.97 	-0.59 	-2.64 	358.47 	358.58 	15.42 	759.00 	0.01 	26860.24 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.15 	-0.45 	-0.28 	0.04 	21.68 	-0.88 	-2.34 	357.68 	357.83 	15.43 	762.00 	0.01 	26847.13 	
0.00 	0.00 	0.00 	0.03 	0.02 	1.15 	0.56 	0.07 	0.07 	22.27 	-0.88 	-2.34 	357.74 	357.83 	15.45 	763.00 	0.01 	26842.76 	
0.00 	0.00 	0.00 	0.05 	0.04 	1.15 	1.53 	0.40 	0.24 	21.39 	0.00 	-2.05 	0.00 	0.10 	15.45 	761.00 	0.01 	26851.50 	
0.00 	0.00 	0.00 	0.02 	0.06 	1.15 	-0.87 	0.04 	0.33 	21.68 	-0.88 	-2.34 	357.68 	357.95 	15.47 	761.00 	0.01 	26851.50 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.14 	1.27 	0.22 	0.26 	21.97 	-0.59 	-2.93 	358.47 	358.71 	15.49 	759.00 	0.01 	26860.24 	
0.00 	0.00 	0.00 	0.02 	0.06 	1.14 	1.32 	0.18 	0.24 	22.27 	-0.29 	-2.05 	359.25 	359.51 	15.50 	762.00 	0.01 	26847.13 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.47 	-0.05 	0.37 	21.39 	-1.17 	-1.76 	356.86 	357.01 	15.50 	760.00 	0.01 	26855.87 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.15 	-0.27 	-0.16 	0.28 	21.68 	-0.29 	-2.05 	359.23 	359.40 	15.52 	762.00 	0.01 	26847.13 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.15 	0.66 	-0.27 	0.22 	21.68 	-0.29 	-2.05 	359.23 	359.40 	15.54 	760.00 	0.01 	26855.87 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.15 	-0.60 	-0.05 	0.47 	21.68 	-0.88 	-2.34 	357.68 	357.83 	15.55 	760.00 	0.01 	26855.87 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.13 	0.66 	0.21 	0.52 	22.27 	-0.59 	-2.05 	358.49 	358.60 	15.56 	758.00 	0.01 	26864.63 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.16 	0.89 	0.18 	0.31 	21.97 	-0.59 	-2.34 	358.47 	358.63 	15.57 	762.00 	0.01 	26847.13 	
0.00 	0.00 	0.00 	0.05 	0.00 	1.15 	1.30 	-0.08 	0.20 	21.39 	-1.17 	-2.64 	356.86 	356.89 	15.59 	761.00 	0.01 	26851.50 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.14 	2.42 	0.41 	0.26 	21.68 	-0.59 	-2.34 	358.45 	358.62 	15.60 	757.00 	0.01 	26869.01 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.16 	0.43 	0.47 	0.36 	21.68 	-0.88 	-2.34 	357.68 	357.94 	15.62 	759.00 	0.01 	26860.24 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.13 	-0.07 	-0.05 	0.05 	21.68 	-0.59 	-2.64 	358.45 	358.64 	15.63 	761.00 	0.01 	26851.50 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.13 	1.11 	0.05 	0.04 	21.97 	-0.88 	-2.34 	357.71 	357.87 	15.64 	759.00 	0.01 	26860.24 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.15 	0.58 	-0.17 	0.14 	21.97 	-0.88 	-2.05 	357.71 	357.85 	15.66 	759.00 	0.01 	26860.24 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.16 	0.29 	0.05 	0.09 	21.97 	-0.29 	-2.05 	359.24 	359.39 	15.67 	756.00 	0.01 	26873.40 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.15 	0.85 	0.13 	0.51 	22.27 	-0.29 	-2.34 	359.25 	359.40 	15.68 	757.00 	0.01 	26869.01 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.11 	-0.63 	0.03 	0.34 	22.27 	-0.88 	-2.64 	357.74 	357.90 	15.70 	757.00 	0.01 	26869.01 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	1.66 	0.11 	0.18 	21.97 	-0.59 	-2.34 	358.47 	358.65 	15.72 	757.00 	0.01 	26869.01 	
0.00 	0.00 	0.00 	0.02 	0.07 	1.15 	-0.97 	0.42 	0.24 	21.68 	-0.59 	-2.34 	358.45 	358.83 	15.72 	760.00 	0.01 	26855.87 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.14 	-0.08 	-0.15 	0.00 	21.68 	-0.59 	-2.34 	358.45 	358.55 	15.74 	760.00 	0.01 	26855.87 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.15 	0.76 	0.40 	0.08 	21.68 	-0.29 	-2.34 	359.23 	359.43 	15.76 	762.00 	0.01 	26847.13 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.14 	-0.26 	-0.06 	0.13 	21.68 	-0.88 	-2.34 	357.68 	357.81 	15.77 	757.00 	0.01 	26869.01 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.14 	1.25 	0.26 	0.22 	21.68 	-0.59 	-2.05 	358.45 	358.58 	15.79 	757.00 	0.01 	26869.01 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.16 	0.50 	0.02 	0.09 	21.09 	-0.29 	-2.05 	359.20 	359.30 	15.79 	755.00 	0.01 	26877.80 	
0.00 	0.00 	0.00 	0.05 	0.01 	1.14 	0.63 	0.35 	0.14 	21.97 	-0.88 	-2.05 	357.71 	357.74 	15.81 	759.00 	0.01 	26860.24 	
0.00 	0.00 	0.00 	0.05 	0.04 	1.14 	1.60 	0.37 	0.45 	21.97 	-0.59 	-2.34 	358.47 	358.61 	15.82 	759.00 	0.01 	26860.24 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.17 	0.03 	0.05 	0.28 	21.97 	-0.88 	-2.64 	357.71 	357.97 	15.84 	756.00 	0.01 	26873.40 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	-1.05 	-0.09 	0.39 	21.97 	-0.88 	-2.64 	357.71 	357.97 	15.87 	758.00 	0.01 	26864.63 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.16 	1.79 	0.33 	0.36 	21.68 	-0.59 	-2.34 	358.45 	358.61 	15.86 	756.00 	0.01 	26873.40 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.14 	-0.50 	-0.05 	0.52 	21.97 	-0.29 	-2.64 	359.24 	359.49 	15.89 	755.00 	0.01 	26877.80 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.13 	1.11 	0.43 	0.14 	21.97 	-0.59 	-2.34 	358.47 	358.61 	15.90 	756.00 	0.01 	26873.40 	
0.00 	0.00 	0.00 	0.03 	0.06 	1.17 	-0.31 	0.33 	0.30 	22.27 	-0.59 	-2.05 	358.49 	358.68 	15.92 	753.00 	0.01 	26886.61 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.13 	0.19 	-0.25 	-0.09 	21.68 	-0.59 	-2.34 	358.45 	358.62 	15.93 	757.00 	0.01 	26869.01 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.15 	1.44 	0.31 	0.36 	21.68 	-0.29 	-2.34 	359.23 	359.46 	15.94 	756.00 	0.01 	26873.40 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.15 	0.06 	0.02 	0.34 	21.68 	-0.88 	-2.34 	357.68 	357.83 	15.96 	757.00 	0.01 	26869.01 	
0.00 	0.00 	0.00 	0.04 	0.06 	1.16 	0.73 	0.22 	0.15 	21.68 	-0.29 	-2.34 	359.23 	359.46 	15.98 	755.00 	0.01 	26877.80 	
0.00 	0.00 	0.00 	0.01 	0.06 	1.12 	-0.07 	0.16 	0.31 	21.68 	-0.29 	-2.34 	359.23 	359.54 	15.99 	752.00 	0.01 	26891.01 	
0.00 	0.00 	0.00 	0.02 	0.08 	1.14 	0.41 	0.12 	0.29 	21.97 	-1.17 	-2.64 	356.95 	357.44 	16.00 	757.00 	0.01 	26869.01 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.14 	-0.37 	0.37 	0.07 	21.97 	-0.59 	-2.34 	358.47 	358.59 	16.02 	753.00 	0.01 	26886.61 	
0.00 	0.00 	0.00 	0.03 	0.02 	1.14 	0.86 	-0.05 	-0.11 	21.97 	-0.59 	-2.05 	358.47 	358.55 	16.04 	753.00 	0.01 	26886.61 	
0.00 	0.00 	0.00 	0.05 	0.04 	1.17 	0.53 	-0.01 	0.24 	21.97 	-0.59 	-2.34 	358.47 	358.59 	16.06 	753.00 	0.01 	26886.61 	
0.00 	0.00 	0.00 	0.01 	0.06 	1.17 	0.98 	-0.07 	0.22 	21.68 	-0.59 	-2.05 	358.45 	358.75 	16.07 	753.00 	0.01 	26886.61 	
0.00 	0.00 	0.00 	0.05 	0.04 	1.15 	-0.31 	0.00 	-0.08 	21.97 	-0.88 	-1.46 	357.71 	357.74 	16.08 	753.00 	0.01 	26886.61 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.12 	0.14 	0.11 	0.24 	21.97 	-0.59 	-2.64 	358.47 	358.61 	16.09 	757.00 	0.01 	26869.01 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.15 	2.45 	0.37 	0.17 	21.39 	-0.59 	-2.64 	358.43 	358.61 	16.11 	756.00 	0.01 	26873.40 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.14 	0.69 	0.09 	0.21 	21.97 	0.00 	-2.64 	0.00 	0.19 	16.13 	755.00 	0.01 	26877.80 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.14 	1.13 	0.36 	0.34 	21.68 	-1.17 	-2.05 	356.91 	357.01 	16.13 	753.00 	0.01 	26886.61 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.16 	1.58 	0.27 	-0.03 	21.09 	-0.59 	-2.93 	358.41 	358.65 	16.14 	755.00 	0.01 	26877.80 	
0.00 	0.00 	0.00 	0.05 	0.05 	1.13 	-0.69 	-0.14 	0.14 	21.68 	-0.59 	-2.34 	358.45 	358.65 	16.17 	756.00 	0.01 	26873.40 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.16 	0.89 	0.38 	0.31 	21.68 	-0.59 	-2.05 	358.45 	358.60 	16.18 	755.00 	0.01 	26877.80 	
0.00 	0.00 	0.00 	0.05 	0.07 	1.14 	-0.91 	-0.45 	0.16 	21.68 	-0.59 	-2.93 	358.45 	358.79 	16.20 	753.00 	0.01 	26886.61 	
0.00 	0.00 	0.00 	0.05 	0.04 	1.14 	0.28 	-0.13 	-0.05 	21.97 	-0.59 	-2.34 	358.47 	358.60 	16.21 	753.00 	0.01 	26886.61 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.16 	1.00 	0.24 	0.17 	21.68 	-0.29 	-2.64 	359.23 	359.38 	16.22 	756.00 	0.01 	26873.40 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.16 	0.21 	-0.06 	0.21 	21.97 	-0.29 	-2.05 	359.24 	359.40 	16.24 	753.00 	0.01 	26886.61 	
0.00 	0.00 	0.00 	0.06 	0.04 	1.16 	0.25 	0.12 	0.08 	21.97 	-0.59 	-2.05 	358.47 	358.55 	16.26 	754.00 	0.01 	26882.20 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.11 	0.75 	0.38 	0.34 	21.39 	-0.59 	-2.64 	358.43 	358.60 	16.27 	753.00 	0.01 	26886.61 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.15 	2.62 	0.31 	0.22 	22.27 	-0.59 	-2.05 	358.49 	358.63 	16.29 	753.00 	0.01 	26886.61 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.14 	1.01 	0.32 	0.12 	21.39 	-0.29 	-2.34 	359.22 	359.36 	16.31 	754.00 	0.01 	26882.20 	
0.00 	0.00 	0.00 	0.05 	0.04 	1.16 	1.91 	0.18 	0.17 	21.97 	-0.59 	-2.34 	358.47 	358.62 	16.32 	755.00 	0.01 	26877.80 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	0.58 	0.40 	-0.03 	21.39 	-0.88 	-2.05 	357.65 	357.79 	16.33 	755.00 	0.01 	26877.80 	
0.00 	0.00 	0.00 	0.05 	0.07 	1.13 	0.53 	0.11 	0.32 	21.39 	-0.59 	-1.76 	358.43 	358.57 	16.34 	751.00 	0.01 	26895.43 	
0.00 	0.00 	0.00 	0.05 	0.05 	1.15 	1.11 	0.34 	0.02 	21.97 	-0.88 	-2.64 	357.71 	357.92 	16.36 	751.00 	0.01 	26895.43 	
0.00 	0.00 	0.00 	0.01 	0.07 	1.14 	0.35 	-0.26 	0.09 	22.27 	0.00 	-2.05 	0.00 	0.34 	16.38 	754.00 	0.01 	26882.20 	
0.00 	0.00 	0.00 	0.03 	0.02 	1.15 	-0.74 	0.03 	0.29 	21.68 	-0.88 	-2.64 	357.68 	357.79 	16.38 	754.00 	0.01 	26882.20 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.15 	0.94 	0.23 	0.08 	21.97 	0.00 	-2.64 	0.00 	0.11 	16.40 	753.00 	0.01 	26886.61 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	1.01 	0.03 	0.25 	21.97 	-0.88 	-2.34 	357.71 	357.95 	16.41 	754.00 	0.01 	26882.20 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	-0.11 	-0.10 	0.09 	21.68 	-0.59 	-2.64 	358.45 	358.71 	16.44 	754.00 	0.01 	26882.20 	
0.00 	0.00 	0.00 	0.05 	0.02 	1.14 	1.05 	0.11 	0.21 	21.97 	-0.29 	-2.34 	359.24 	359.30 	16.45 	754.00 	0.01 	26882.20 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.14 	1.77 	0.44 	0.21 	21.09 	-0.88 	-2.64 	357.61 	357.78 	16.45 	753.00 	0.01 	26886.61 	
0.00 	0.00 	0.00 	0.03 	0.08 	1.16 	-0.13 	0.47 	0.22 	21.97 	-0.59 	-2.05 	358.47 	358.77 	16.46 	752.00 	0.01 	26891.01 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.15 	0.79 	0.42 	0.35 	21.09 	0.00 	-2.93 	0.00 	0.23 	16.48 	751.00 	0.01 	26895.43 	
0.00 	0.00 	0.00 	0.03 	0.06 	1.14 	0.43 	-0.11 	0.25 	21.39 	-0.59 	-2.34 	358.43 	358.72 	16.50 	752.00 	0.01 	26891.01 	
